PL_Code,Forecast_Method,MAE,RMSE,MAPE,sMAPE,Bias,Mean_Forecast_Error,Tracking_Signal,Forecastability_Score,Forecastability_Class,Forecast_Volume,Forecast_CV,Demand_Intermittency,Forecast_Confidence,Planning_Strategy,Backtest_Origins
560403020079,SBA,5.7,5.7,,200.0,0.0,5.7,20.0,15.57,Very Low,68.4,,97.73,Medium,Risk-driven,20
560403020353,SBA,,,,,,,,23.08,Very Low,1254.0,,95.0,Medium,Risk-driven,0
560403020365,SBA,,,,,,,,23.08,Very Low,1254.0,,95.0,Medium,Risk-driven,0
560403020377,SBA,,,,,,,,23.08,Very Low,1254.0,,95.0,Medium,Risk-driven,0
560403020389,SBA,,,,,,,,23.08,Very Low,1254.0,,95.0,Medium,Risk-driven,0
560403082085,SBA,0.3864,0.3864,,200.0,0.0,0.3864,25.0,16.53,Very Low,4.6366,,93.88,Medium,Risk-driven,25
560403082322,SBA,0.95,0.95,,200.0,0.0,0.95,19.0,15.58,Very Low,11.4,,97.67,Medium,Risk-driven,19
560403161490,SBA,2.85,2.85,,200.0,0.0,2.85,20.0,15.57,Very Low,34.2,,97.73,Medium,Risk-driven,20
560403161507,SBA,2.85,2.85,,200.0,0.0,2.85,20.0,15.57,Very Low,34.2,,97.73,Medium,Risk-driven,20
560403161635,TSB,,,,,,,,24.33,Very Low,48.729,,90.0,Low,Risk-driven,0
560403161647,TSB,,,,,,,,24.33,Very Low,48.9216,,90.0,Low,Risk-driven,0
560403161659,TSB,,,,,,,,24.33,Very Low,48.729,,90.0,Low,Risk-driven,0
560403161660,TSB,,,,,,,,26.83,Very Low,66.3525,,80.0,Low,Risk-driven,0
560403161672,SBA,,,,,,,,23.08,Very Low,319.2,,95.0,Medium,Risk-driven,0
560403320063,SBA,1.231,1.231,,200.0,0.0,1.231,2.0,18.72,Very Low,14.7725,,88.46,Medium,Risk-driven,2
560403500030,SBA,17.1,17.1,,200.0,0.0,17.1,26.0,15.5,Very Low,205.2,,98.0,Medium,Risk-driven,26
560403610030,SBA,1.2347,1.3684,55.18,182.32,1.54,0.6844,14.9676,24.96,Very Low,11.3432,3.0789,72.55,Medium,Risk-driven,27
560403610077,SBA,2.4949,2.4949,,200.0,0.0,2.4949,4.0,15.24,Very Low,29.9384,,85.71,Medium,Risk-driven,4
560403610089,SBA,2.4949,2.4949,,200.0,0.0,2.4949,4.0,15.24,Very Low,29.9384,,85.71,Medium,Risk-driven,4
560403680160,SBA,0.4549,0.5177,66.63,182.34,0.5923,0.1394,5.2079,21.14,Very Low,4.3369,2.2001,87.8,Medium,Risk-driven,17
560403820199,SBA,,,,,,,,20.03,Very Low,45.6,,88.89,Medium,Risk-driven,0
560403820205,SBA,,,,,,,,20.03,Very Low,11.4,,88.89,Medium,Risk-driven,0
560404002243,SBA,0.6017,0.6017,,200.0,0.0,0.6017,19.0,16.16,Very Low,7.22,,95.35,Medium,Risk-driven,19
560404050330,SBA,,,,,,,,20.58,Very Low,7.6,,80.0,Medium,Risk-driven,0
560404260141,SBA,0.5152,0.5152,,200.0,0.0,0.5152,2.0,18.72,Very Low,6.1826,,88.46,Medium,Risk-driven,2
560404820020,SBA,1.1601,1.368,36.67,194.65,10.4809,1.0842,27.1036,16.88,Very Low,5.0936,13.2241,96.23,Medium,Risk-driven,29
560406180252,SBA,,,,,,,,20.17,Very Low,19.0,,83.33,Medium,Risk-driven,0
560406180264,SBA,,,,,,,,20.17,Very Low,36.1,,83.33,Medium,Risk-driven,0
560406180276,SBA,,,,,,,,20.17,Very Low,32.3,,83.33,Medium,Risk-driven,0
560406200056,SBA,0.927,1.2636,82.8,196.09,1.1248,0.3749,6.067,18.89,Very Low,8.3692,3.7909,87.18,Medium,Risk-driven,15
560406420020,TSB,0.1468,0.181,,200.0,0.0,0.1468,25.0,16.53,Very Low,0.3407,,93.88,Low,Risk-driven,25
560406430025,TSB,0.1468,0.181,,200.0,0.0,0.1468,25.0,16.53,Very Low,0.3407,,93.88,Low,Risk-driven,25
560406470047,SBA,1.37,1.37,,200.0,0.0,1.37,14.0,17.63,Very Low,16.4404,,89.47,Medium,Risk-driven,14
560406490058,SBA,0.8598,0.8598,,200.0,0.0,0.8598,15.0,17.57,Very Low,10.317,,89.74,Medium,Risk-driven,15
560406520026,SBA,0.4695,0.6206,82.27,193.71,0.5844,0.123,4.9795,19.01,Very Low,3.8024,2.948,88.37,Medium,Risk-driven,19
560406900054,SBA,0.2383,0.6942,100.0,168.42,-0.4911,-0.0775,-6.1834,21.11,Very Low,1.2214,4.3964,97.67,Medium,Risk-driven,19
560406910072,SBA,0.2383,0.6942,100.0,168.42,-0.4911,-0.0775,-6.1834,21.11,Very Low,1.2214,4.3964,97.67,Medium,Risk-driven,19
560406910084,SBA,0.3428,0.4501,76.25,195.96,1.7312,0.1822,10.1017,16.87,Very Low,2.85,4.2756,95.35,Medium,Risk-driven,19
560406910096,SBA,0.3315,0.4928,84.02,194.27,0.3855,0.0609,3.4887,19.61,Very Low,2.6328,3.1213,90.7,Medium,Risk-driven,19
560406920041,SBA,0.3177,0.9256,100.0,168.42,-0.4911,-0.1034,-6.1834,21.11,Very Low,1.6286,4.3964,97.67,Medium,Risk-driven,19
560407090064,SBA,0.3455,0.3455,,200.0,0.0,0.3455,2.0,16.8,Very Low,4.1455,,96.15,Medium,Risk-driven,2
560407690031,SBA,1.2139,1.2139,,200.0,0.0,1.2139,1.0,19.92,Very Low,14.5667,,92.0,Medium,Risk-driven,1
560408420497,SBA,,,,,,,,38.5,Low,48.5931,,40.0,Medium,Policy-driven,0
560412050036,SBA,1.2751,1.2751,,200.0,0.0,1.2751,1.0,20.92,Very Low,15.3011,,88.0,Medium,Risk-driven,1
560412070035,SBA,1.2469,1.2469,,200.0,0.0,1.2469,1.0,19.92,Very Low,14.9625,,92.0,Medium,Risk-driven,1
56060002,TSB,7.8363,9.0247,80.43,196.88,3.8768,5.5383,14.8417,18.88,Very Low,31.2436,6.3173,86.67,Low,Risk-driven,21
560600028397,SBA,2.375,2.375,,200.0,0.0,2.375,7.0,13.72,Very Low,28.5,,96.77,Medium,Risk-driven,7
560600046685,SBA,0.3712,0.6249,89.87,191.9,-0.5664,-0.1678,-12.2056,20.34,Very Low,1.6515,2.1092,84.31,Medium,Risk-driven,27
560600066325,SBA,3.0224,3.1686,62.0,196.07,7.2227,2.5795,23.8973,17.13,Very Low,27.4699,8.8721,94.23,Medium,Risk-driven,28
560600098247,SBA,0.3455,0.3455,,200.0,0.0,0.3455,23.0,15.53,Very Low,4.1455,,97.87,Medium,Risk-driven,23
560600098594,SBA,89.1447,228.6158,94.77,164.56,-0.6389,-43.4793,-8.7793,22.39,Very Low,381.1047,3.3593,95.24,Medium,Risk-driven,18
560600099124,SBA,0.95,0.95,,200.0,0.0,0.95,5.0,12.95,Very Low,11.4,,96.55,Medium,Risk-driven,5
560601135847,SBA,1.9,1.9,,200.0,0.0,1.9,19.0,15.58,Very Low,22.8,,97.67,Medium,Risk-driven,19
560601140041,SBA,0.95,0.95,,200.0,0.0,0.95,19.0,15.58,Very Low,11.4,,97.67,Medium,Risk-driven,19
560601181638,SBA,0.3371,0.4638,84.17,197.12,1.5189,0.1599,9.0123,16.67,Very Low,2.961,4.4061,95.35,Medium,Risk-driven,19
560601240023,SBA,0.95,0.95,,200.0,0.0,0.95,30.0,15.46,Very Low,11.4,,98.15,Medium,Risk-driven,30
560601307440,TSB,1.1089,1.6821,67.43,181.07,0.206,0.1279,3.3438,24.2,Very Low,8.3918,2.7101,83.02,Low,Risk-driven,29
560601365117,SBA,0.1029,0.2697,98.3,177.29,-0.5766,-0.0427,-11.2033,19.95,Very Low,0.4471,3.6404,96.08,Medium,Risk-driven,27
560601365210,SBA,0.1693,0.4205,95.41,198.71,-0.3972,-0.0441,-7.0398,17.19,Very Low,0.832,3.7849,92.16,Medium,Risk-driven,27
560601471320,SBA,0.4123,0.4885,75.61,193.5,1.7576,0.2197,12.7887,18.22,Very Low,3.6614,3.9077,91.67,Medium,Risk-driven,24
560601471446,SBA,,,,,,,,21.42,Very Low,22.8,,93.33,Medium,Risk-driven,0
560601596188,SBA,,,,,,,,25.09,Very Low,2280.0,,66.67,Medium,Risk-driven,0
560601647378,SBA,4.9232,11.6031,92.23,196.64,-0.5323,-1.863,-6.0547,16.84,Very Low,20.9841,3.3152,95.0,Medium,Risk-driven,16
560601982623,SBA,5.2778,5.2778,,200.0,0.0,5.2778,13.0,16.35,Very Low,63.3333,,94.59,Medium,Risk-driven,13
560602423289,SBA,0.0794,0.2314,100.0,168.42,-0.4911,-0.0258,-6.1834,21.11,Very Low,0.4071,4.3964,97.67,Medium,Risk-driven,19
560602905521,TSB,5.6921,10.116,71.32,178.21,-0.5652,-2.6376,-13.9013,24.37,Very Low,24.4631,2.1677,77.78,Low,Risk-driven,30
560602960015,TSB,83.1616,86.5055,2535.32,178.31,4.9693,73.4929,16.791,25.77,Very Low,556.7961,5.8491,72.09,Low,Risk-driven,19
560603050043,SBA,4.75,4.75,,200.0,0.0,4.75,26.0,15.5,Very Low,57.0,,98.0,Medium,Risk-driven,26
560603087327,Croston,44.0356,52.3386,432.03,123.09,0.3678,12.7644,8.6959,52.74,Medium,553.0013,1.5083,16.67,Low,Forecast-assisted,30
560603087492,SBA,0.4025,0.4025,,200.0,0.0,0.4025,23.0,16.07,Very Low,4.8305,,95.74,Medium,Risk-driven,23
560603257841,SBA,,,,,,,,22.67,Very Low,15.675,,80.0,Medium,Risk-driven,0
560603406263,SBA,1.0274,1.0274,,200.0,0.0,1.0274,30.0,17.32,Very Low,12.3294,,90.74,Medium,Risk-driven,30
560603663314,TSB,2.5938,6.8167,81.02,190.48,-0.62,-1.2401,-14.343,22.22,Very Low,9.2986,3.4083,77.78,Low,Risk-driven,30
560603663326,TSB,,,,,,,,28.52,Very Low,12.8776,,78.26,Low,Risk-driven,0
560603670057,SBA,1.6938,1.6938,,200.0,0.0,1.6938,20.0,16.7,Very Low,20.3256,,93.18,Medium,Risk-driven,20
560604104140,TSB,2.5333,7.9661,86.56,192.3,-0.7014,-1.4528,-16.0575,19.71,Very Low,12.9669,3.8457,86.54,Low,Risk-driven,28
560604104229,SBA,0.2436,0.2436,,200.0,0.0,0.2436,18.0,16.19,Very Low,2.9231,,95.24,Medium,Risk-driven,18
560604185620,SBA,0.6685,0.6685,,200.0,0.0,0.6685,20.0,16.14,Very Low,8.0222,,95.45,Medium,Risk-driven,20
560604185631,TSB,,,,,,,,29.31,Very Low,24.745,,68.42,Low,Risk-driven,0
560604185874,SBA,1.0263,1.2524,5.0,190.26,10.1625,1.0163,19.8051,18.41,Very Low,5.7,12.5244,93.18,Medium,Risk-driven,20
560604186131,SBA,1.7535,1.7535,,200.0,0.0,1.7535,5.0,20.08,Very Low,21.0416,,72.41,Medium,Risk-driven,5
560604186143,TSB,2.6535,2.6827,,200.0,0.0,2.6535,5.0,19.84,Very Low,22.9575,,68.97,Low,Risk-driven,5
560604295813,SBA,1.3688,1.3688,,200.0,0.0,1.3688,24.0,17.08,Very Low,16.4255,,91.67,Medium,Risk-driven,24
560604296362,TSB,1.7151,2.0452,68.1,169.73,1.0618,0.7964,5.572,27.24,Very Low,15.9226,2.727,72.22,Low,Risk-driven,12
560604545830,SBA,0.2387,0.2387,,200.0,0.0,0.2387,15.0,17.57,Very Low,2.8643,,89.74,Medium,Risk-driven,15
560604970024,TSB,0.7337,0.9867,39.96,182.43,1.5155,0.3954,12.3943,22.86,Very Low,3.4092,3.7825,80.85,Low,Risk-driven,23
560604970097,SBA,,,,,,,,26.42,Very Low,51.3335,,75.0,Medium,Risk-driven,0
560605284574,SBA,27.709,30.727,291.86,165.95,1.0161,13.7173,14.8514,34.51,Low,289.8217,2.2761,59.26,Medium,Policy-driven,30
560605305127,SBA,0.0453,0.2003,100.0,56.0,-0.8674,-0.0347,-19.1478,40.71,Low,0.2651,5.0073,97.96,Medium,Policy-driven,25
560605500088,SBA,4.5575,4.5575,,200.0,0.0,4.5575,23.0,17.13,Very Low,54.6897,,91.49,Medium,Risk-driven,23
560605636491,TSB,1.4408,1.6453,62.66,189.84,21.6118,1.4408,30.0,21.41,Very Low,4.0096,24.6793,81.48,Low,Risk-driven,30
560605790029,TSB,58.8172,106.171,48.8,166.19,-0.1552,-6.4837,-1.5433,34.95,Low,333.3353,2.5408,68.42,Low,Policy-driven,14
560605830027,TSB,34.3859,38.7908,797.82,181.87,3.8018,29.2739,25.54,26.97,Very Low,101.7269,5.0378,64.81,Low,Risk-driven,30
560606310027,SBA,2.1482,2.1482,,200.0,0.0,2.1482,20.0,17.27,Very Low,25.779,,90.91,Medium,Risk-driven,20
560606600029,SBA,0.9097,2.484,89.49,196.85,-0.4077,-0.2481,-6.2737,17.15,Very Low,4.2881,4.0809,93.62,Medium,Risk-driven,23
560606610254,SBA,2.8011,3.4285,62.06,192.14,1.2097,1.3826,6.9102,19.01,Very Low,27.0327,3.0,89.47,Medium,Risk-driven,14
560607000034,TSB,10.7279,15.8734,77.94,186.72,-0.1696,-1.1929,-3.3359,23.61,Very Low,37.9246,2.2569,81.48,Low,Risk-driven,30
560607046599,TSB,6.2466,13.2941,75.2,190.07,-0.5128,-2.3589,-11.3291,20.91,Very Low,26.5083,2.89,83.33,Low,Risk-driven,30
560607080029,SBA,1.5242,1.8645,185.0,196.0,39.6291,1.5242,26.0,16.7,Very Low,7.4233,48.4776,96.0,Medium,Risk-driven,26
560607110101,TSB,0.3351,0.4726,76.81,191.58,0.5718,0.088,6.8264,19.97,Very Low,0.9536,3.072,86.0,Low,Risk-driven,26
560609080021,SBA,0.6065,0.7303,57.76,190.89,2.2279,0.3713,14.6922,18.68,Very Low,5.5108,4.3816,91.67,Medium,Risk-driven,24
560609080033,SBA,0.7474,0.7474,,200.0,0.0,0.7474,28.0,16.92,Very Low,8.9693,,92.31,Medium,Risk-driven,28
560609140066,SBA,19.0,19.0,,200.0,0.0,19.0,2.0,16.8,Very Low,228.0,,96.15,Medium,Risk-driven,2
560609580030,SBA,0.4835,1.8081,100.0,112.0,-0.6569,-0.2365,-12.2285,30.91,Low,2.85,5.0226,97.96,Medium,Policy-driven,25
560609720149,SBA,0.5938,0.5938,,200.0,0.0,0.5938,17.0,16.22,Very Low,7.125,,95.12,Medium,Risk-driven,17
560610480321,SBA,1.3314,1.3637,52.5,181.6,2.0565,0.8814,4.634,17.75,Very Low,7.4348,3.182,93.55,Medium,Risk-driven,7
560610480333,SBA,1.3314,1.3637,52.5,181.6,2.0565,0.8814,4.634,17.75,Very Low,7.4348,3.182,93.55,Medium,Risk-driven,7
560610480345,SBA,3.1002,3.3833,68.33,186.26,1.0446,1.343,3.0325,19.35,Very Low,15.613,2.6315,93.55,Medium,Risk-driven,7
560610600065,TSB,13.8398,14.1407,,200.0,0.0,13.8398,7.0,15.34,Very Low,106.5815,,90.32,Low,Risk-driven,7
560610880130,SBA,,,,,,,,24.33,Very Low,8.9571,,90.0,Medium,Risk-driven,0
560611710036,SBA,,,,,,,,20.17,Very Low,2280.0,,90.0,Medium,Risk-driven,0
560612520681,SBA,,,,,,,,37.21,Low,41.632,,40.0,Medium,Policy-driven,0
560613020047,SBA,1.3314,1.3637,52.5,181.6,2.0565,0.8814,4.634,17.75,Very Low,7.4348,3.182,93.55,Medium,Risk-driven,7
560613030028,SBA,1.3314,1.3637,52.5,181.6,2.0565,0.8814,4.634,17.75,Very Low,7.4348,3.182,93.55,Medium,Risk-driven,7
560613050027,SBA,1.9,1.9,,200.0,0.0,1.9,7.0,13.72,Very Low,22.8,,96.77,Medium,Risk-driven,7
560613610045,SBA,1.3314,1.3637,52.5,181.6,2.0565,0.8814,4.634,17.75,Very Low,7.4348,3.182,93.55,Medium,Risk-driven,7
560613610057,SBA,1.3314,1.3637,52.5,181.6,2.0565,0.8814,4.634,17.75,Very Low,7.4348,3.182,93.55,Medium,Risk-driven,7
560613610069,SBA,0.7354,1.0396,84.17,192.19,0.0326,0.014,0.133,25.56,Very Low,2.9739,2.4257,93.55,Medium,Risk-driven,7
560613610070,SBA,0.95,0.95,,200.0,0.0,0.95,7.0,13.72,Very Low,11.4,,96.77,Medium,Risk-driven,7
560613610082,SBA,2.85,2.85,,200.0,0.0,2.85,7.0,13.72,Very Low,34.2,,96.77,Medium,Risk-driven,7
560623880422,SBA,,,,,,,,19.96,Very Low,11.4,,87.5,Medium,Risk-driven,0
560623880434,SBA,,,,,,,,19.96,Very Low,11.4,,87.5,Medium,Risk-driven,0
560629410026,SBA,,,,,,,,23.08,Very Low,319.2,,95.0,Medium,Risk-driven,0
560800130618,TSB,0.3511,1.7003,99.94,199.99,-0.9067,-0.2914,-23.2443,15.96,Very Low,2.2602,5.2898,96.15,Low,Risk-driven,28
560800130709,TSB,0.4699,0.5864,,200.0,0.0,0.4699,26.0,19.5,Very Low,1.0126,,82.0,Low,Risk-driven,26
560800130801,TSB,0.4759,0.5077,79.45,197.27,10.3094,0.4124,21.6615,17.52,Very Low,2.7839,12.6921,91.84,Low,Risk-driven,25
560800131118,SBA,0.2036,0.2036,,200.0,0.0,0.2036,19.0,15.58,Very Low,2.4429,,97.67,Medium,Risk-driven,19
560800150253,TSB,2.9236,3.8424,64.2,162.82,0.7555,1.1152,8.0108,29.84,Very Low,21.2196,2.6029,66.67,Low,Risk-driven,21
560800150400,SBA,0.8788,0.8787,,200.0,0.0,0.8788,12.0,16.39,Very Low,10.545,,94.44,Medium,Risk-driven,12
560800820064,SBA,,,,,,,,25.0,Very Low,61.5928,,82.35,Medium,Risk-driven,0
56110029,SBA,646.0943,806.1373,72.78,186.57,0.4839,156.0188,6.037,22.45,Very Low,4682.9896,2.5001,79.59,Medium,Risk-driven,25
561183521801,Croston,1352.5397,1749.7916,104.82,76.87,0.0506,93.1933,1.7915,64.07,Medium,22001.9454,0.9502,12.0,Low,Forecast-assisted,26
56119033,TSB,2372.1825,3006.3684,478.54,132.79,0.7735,1182.0046,14.9483,46.18,Low,20017.6245,1.9675,37.04,Low,Policy-driven,30
56119537,TSB,1547.6404,2288.9199,60.2,139.93,-0.27,-394.0385,-7.6382,46.4,Low,20117.2039,1.5685,35.19,Low,Policy-driven,30
561195810069,SBA,0.19,0.19,,200.0,0.0,0.19,8.0,14.11,Very Low,2.28,,96.88,Medium,Risk-driven,8
561196180021,Croston,5410.5895,7449.734,167.85,81.99,-0.0458,-328.1385,-1.7588,68.93,Medium,90614.1011,1.0391,16.98,Low,Forecast-assisted,29
561196730082,SBA,3.8,3.8,,200.0,0.0,3.8,16.0,16.25,Very Low,45.6,,95.0,Medium,Risk-driven,16
561196730094,SBA,3.61,3.61,,200.0,0.0,3.61,16.0,16.88,Very Low,43.32,,92.5,Medium,Risk-driven,16
561196730150,SBA,3.8,3.8,,200.0,0.0,3.8,8.0,14.11,Very Low,45.6,,96.88,Medium,Risk-driven,8
561300651264,SBA,1.8345,1.8345,,200.0,0.0,1.8345,26.0,16.5,Very Low,22.0138,,94.0,Medium,Risk-driven,26
561300652270,SBA,,,,,,,,22.92,Very Low,23.75,,77.78,Medium,Risk-driven,0
561300652281,SBA,,,,,,,,22.8,Very Low,45.125,,77.78,Medium,Risk-driven,0
561300652293,SBA,,,,,,,,22.8,Very Low,45.125,,77.78,Medium,Risk-driven,0
561300652300,SBA,,,,,,,,20.03,Very Low,39.9,,88.89,Medium,Risk-driven,0
561300652311,SBA,,,,,,,,22.8,Very Low,45.125,,77.78,Medium,Risk-driven,0
561300672279,SBA,0.0679,0.0679,,200.0,0.0,0.0679,19.0,15.58,Very Low,0.8143,,97.67,Medium,Risk-driven,19
561300850030,SBA,0.95,0.95,,200.0,0.0,0.95,22.0,15.54,Very Low,11.4,,97.83,Medium,Risk-driven,22
561300961344,TSB,1.2563,1.8428,77.91,187.41,0.1049,0.0749,1.6703,29.76,Very Low,5.1516,2.5799,73.08,Low,Risk-driven,28
561301300025,SBA,10.5769,11.3243,101.7,194.9,34.3749,10.5769,26.0,17.89,Very Low,91.2323,36.8039,92.0,Medium,Risk-driven,26
561302440049,SBA,4.9611,4.9611,,200.0,0.0,4.9611,13.0,16.35,Very Low,59.5333,,94.59,Medium,Risk-driven,13
561303240020,SBA,6.0975,6.0975,,200.0,0.0,6.0975,13.0,17.03,Very Low,73.1702,,91.89,Medium,Risk-driven,13
561548500026,SBA,17.3239,18.1235,43.91,190.3,4.8274,14.3156,23.9642,19.05,Very Low,151.3707,6.1114,90.57,Medium,Risk-driven,29
56160010,SBA,1.4199,1.4199,,200.0,0.0,1.4199,26.0,16.5,Very Low,17.0394,,94.0,Medium,Risk-driven,26
56160100,TSB,1.672,4.0903,70.89,189.52,-0.2905,-0.3196,-5.7346,20.54,Very Low,4.0854,3.7184,85.19,Low,Risk-driven,30
561620290801,TSB,0.272,0.3523,,200.0,0.0,0.272,29.0,17.36,Very Low,0.4679,,90.57,Low,Risk-driven,29
561620291568,Croston,84.8712,94.6098,477.95,137.39,1.9431,70.0382,18.155,44.98,Low,674.0236,2.6247,23.91,Low,Policy-driven,22
56163034,SBA,1.0377,1.0377,,200.0,0.0,1.0377,30.0,19.17,Very Low,12.4525,,83.33,Medium,Risk-driven,30
561800840049,SBA,0.6802,0.7054,62.71,192.24,3.5073,0.501,10.3125,20.31,Very Low,6.5031,4.9379,84.21,Medium,Risk-driven,14
561800850031,SBA,0.5807,0.6901,5.0,183.76,6.8679,0.5723,11.8278,19.23,Very Low,2.9231,8.2807,94.44,Medium,Risk-driven,12
561800850043,SBA,0.4287,0.4287,,200.0,0.0,0.4287,2.0,22.64,Very Low,5.1446,,76.92,Medium,Risk-driven,2
562200010107,TSB,1.9857,2.1644,64.58,160.41,1.8988,1.3563,19.1252,30.1,Low,30.2379,3.0301,67.31,Low,Policy-driven,28
562200010272,SBA,1.5138,2.1063,51.1,127.06,-0.5442,-0.9523,-5.0326,39.95,Low,11.4355,1.2036,59.38,Medium,Policy-driven,8
562205030091,SBA,0.8405,0.8405,,200.0,0.0,0.8405,17.0,17.44,Very Low,10.0855,,90.24,Medium,Risk-driven,17
56220509,TSB,9.1888,14.0707,48.48,174.37,0.4435,2.1412,6.7576,24.67,Very Low,48.2018,2.9147,79.25,Low,Risk-driven,29
563000011681,SES/Holt,9.4906,12.3225,204.81,120.68,0.2834,3.2591,10.3021,55.72,Medium,70.1499,1.0715,24.07,Medium,Forecast-assisted,30
563000011784,SBA,0.95,0.95,,200.0,0.0,0.95,30.0,15.93,Very Low,11.4,,96.3,Medium,Risk-driven,30
563000011899,TSB,0.9988,2.5981,51.95,186.34,-0.1712,-0.1084,-3.2564,24.8,Very Low,9.8844,4.1023,77.78,Low,Risk-driven,30
563000014256,TSB,,,,,,,,32.9,Low,57.5766,,56.25,Low,Policy-driven,0
563000014475,TSB,,,,,,,,26.61,Very Low,101.8408,,69.23,Low,Risk-driven,0
563000041030,SBA,4.75,4.75,,200.0,0.0,4.75,25.0,15.51,Very Low,57.0,,97.96,Medium,Risk-driven,25
563000041041,SBA,0.7917,0.7917,,200.0,0.0,0.7917,25.0,15.51,Very Low,9.5,,97.96,Medium,Risk-driven,25
563000200301,SBA,,,,,,,,30.88,Low,53.4538,,68.42,Medium,Policy-driven,0
563000220026,TSB,,,,,,,,26.68,Very Low,33.3144,,78.95,Low,Risk-driven,0
563003040047,SBA,,,,,,,,26.83,Very Low,174.9374,,80.0,Medium,Risk-driven,0
563003040059,TSB,,,,,,,,26.42,Very Low,35.5244,,75.0,Low,Risk-driven,0
56301571,TSB,5.0913,5.8087,182.59,171.83,1.6891,3.3219,19.5739,33.5,Low,16.9298,2.9536,50.0,Low,Policy-driven,30
56301704,TSB,4.7007,7.7136,47.08,187.01,1.5087,2.3134,14.7639,28.19,Very Low,11.5398,5.0306,59.26,Low,Risk-driven,30
563045770362,TSB,1.1716,1.4338,38.28,194.91,34.3817,1.1461,29.3464,22.84,Very Low,3.1208,43.0153,72.22,Low,Risk-driven,30
563045770386,TSB,0.6071,0.7959,,200.0,0.0,0.6071,30.0,19.17,Very Low,0.9675,,83.33,Low,Risk-driven,30
563045770398,TSB,1.0302,1.3316,91.38,198.94,4.3537,0.7256,21.1298,20.28,Very Low,3.0238,7.9896,79.63,Low,Risk-driven,30
563045831351,TSB,4.632,9.778,96.57,198.53,-0.5418,-1.806,-3.5091,18.26,Very Low,14.0222,2.9334,87.88,Low,Risk-driven,9
563045831600,SBA,9.8674,9.8674,,200.0,0.0,9.8674,1.0,38.38,Low,118.4086,,44.0,Medium,Policy-driven,1
563045831673,TSB,,,,,,,,31.78,Low,52.3158,,65.22,Low,Policy-driven,0
563045831843,SBA,,,,,,,,45.48,Low,114.5384,,33.33,Medium,Policy-driven,0
563045832940,TSB,,,,,,,,27.13,Very Low,207.8188,,57.14,Low,Risk-driven,0
563045833177,SBA,,,,,,,,27.59,Very Low,13.4727,,60.0,Medium,Risk-driven,0
563045841289,Croston,102.0744,140.4219,178.63,104.28,0.2334,23.8741,7.0167,54.9,Medium,1086.3862,1.3726,14.81,Low,Forecast-assisted,30
563045881664,TSB,20.2499,34.2012,218.66,94.53,-0.2,-4.7184,-6.2912,52.7,Medium,195.7097,1.4497,31.37,Low,Forecast-assisted,27
563046150136,TSB,15.9408,21.0238,70.61,101.72,-0.0342,-0.6521,-0.6545,59.56,Medium,257.6006,1.1029,35.0,Low,Forecast-assisted,16
563046150185,TSB,5.5795,9.7427,23.54,30.64,-0.2732,-4.0983,-2.9381,58.48,Medium,145.5732,0.6495,50.0,Low,Forecast-assisted,4
563046660023,TSB,0.8253,1.082,,200.0,0.0,0.8253,30.0,18.7,Very Low,1.3153,,85.19,Low,Risk-driven,30
563047180021,SBA,6.4149,7.1112,218.62,130.06,0.7515,3.9578,18.5092,50.85,Medium,70.9722,1.3502,33.33,Medium,Forecast-assisted,30
563047180100,SBA,0.95,0.95,,200.0,0.0,0.95,13.0,16.35,Very Low,11.4,,94.59,Medium,Risk-driven,13
564200100052,TSB,8.3135,9.31,350.27,146.84,0.893,4.3056,14.5012,32.48,Low,98.6017,1.931,67.31,Low,Policy-driven,28
564200100064,TSB,5.829,6.1328,213.78,161.5,2.7923,4.6871,22.5151,31.35,Low,69.712,3.6536,61.54,Low,Policy-driven,28
564400020027,TSB,0.1287,0.1666,,200.0,0.0,0.1287,29.0,17.83,Very Low,0.2213,,88.68,Low,Risk-driven,29
56450217,TSB,18.6678,21.9788,228.9,116.36,-0.0949,-1.8814,-3.0236,57.74,Medium,220.051,1.1082,25.93,Low,Forecast-assisted,30
56450229,Croston,27.1369,34.3369,282.18,87.46,0.0247,0.8813,0.9742,71.44,High,406.7333,0.9609,14.81,Low,Forecast-driven,30
56451027,Croston,20.1907,31.0872,155.14,80.3,-0.271,-7.841,-11.6504,65.59,Medium,383.0583,1.0744,3.7,Low,Forecast-assisted,30
56452032,SBA,,,,,,,,27.67,Very Low,342.6194,,83.33,Medium,Risk-driven,0
564601280028,SBA,0.8028,0.8028,,200.0,0.0,0.8028,2.0,20.64,Very Low,9.6333,,80.77,Medium,Risk-driven,2
564601280041,SBA,0.95,0.95,,200.0,0.0,0.95,2.0,16.8,Very Low,11.4,,96.15,Medium,Risk-driven,2
564601280053,SBA,1.9,1.9,,200.0,0.0,1.9,2.0,16.8,Very Low,22.8,,96.15,Medium,Risk-driven,2
564601280065,SBA,1.0618,1.0618,,200.0,0.0,1.0618,1.0,19.92,Very Low,12.7412,,92.0,Medium,Risk-driven,1
56462050,Croston,10.6791,13.0734,95.19,66.22,0.0912,1.5562,4.3718,65.94,Medium,234.1085,0.766,11.11,Low,Forecast-assisted,30
56468027,Croston,16.2417,23.1782,68.67,68.11,0.1087,2.7311,5.0447,63.83,Medium,272.6058,0.9222,11.11,Low,Forecast-assisted,30
