PL_Code,PL_Code_Normalized,Length,Issue_Type,Changed
565198792645,565198792645,12,Len12,No
565199032580,565199032580,12,Len12,No
565199280022,565199280022,12,Len12,No
565199410203,565199410203,12,Len12,No
565199410343,565199410343,12,Len12,No
565199410379,565199410379,12,Len12,No
565199470121,565199470121,12,Len12,No
567900058715,567900058715,12,Len12,No
567900117161,567900117161,12,Len12,No
567900117173,567900117173,12,Len12,No
567900117185,567900117185,12,Len12,No
567900117215,567900117215,12,Len12,No
567900388272,567900388272,12,Len12,No
567900418914,567900418914,12,Len12,No
567900444834,567900444834,12,Len12,No
567900616750,567900616750,12,Len12,No
567900698091,567900698091,12,Len12,No
567900698108,567900698108,12,Len12,No
567900698169,567900698169,12,Len12,No
567900698170,567900698170,12,Len12,No
567900698182,567900698182,12,Len12,No
567900698194,567900698194,12,Len12,No
567900778992,567900778992,12,Len12,No
567900779194,567900779194,12,Len12,No
567900779911,567900779911,12,Len12,No
567900808704,567900808704,12,Len12,No
567900808716,567900808716,12,Len12,No
567901067633,567901067633,12,Len12,No
567901800040,567901800040,12,Len12,No
567902700064,567902700064,12,Len12,No
567903070027,567903070027,12,Len12,No
567903810023,567903810023,12,Len12,No
567904138020,567904138020,12,Len12,No
567904397905,567904397905,12,Len12,No
567904517790,567904517790,12,Len12,No
567904517807,567904517807,12,Len12,No
567906940021,567906940021,12,Len12,No
567907000020,567907000020,12,Len12,No
567907850052,567907850052,12,Len12,No
567907930023,567907930023,12,Len12,No
567908369072,567908369072,12,Len12,No
567908486994,567908486994,12,Len12,No
567909490026,567909490026,12,Len12,No
567909900022,567909900022,12,Len12,No
567910410020,567910410020,12,Len12,No
567911279128,567911279128,12,Len12,No
567912100021,567912100021,12,Len12,No
567912210185,567912210185,12,Len12,No
567912210197,567912210197,12,Len12,No
567912210203,567912210203,12,Len12,No
567912410010,567912410010,12,Len12,No
567912420015,567912420015,12,Len12,No
567912550075,567912550075,12,Len12,No
567913080042,567913080042,12,Len12,No
567913080091,567913080091,12,Len12,No
567913080108,567913080108,12,Len12,No
567913080110,567913080110,12,Len12,No
567913210030,567913210030,12,Len12,No
567913220022,567913220022,12,Len12,No
567913220034,567913220034,12,Len12,No
567913440125,567913440125,12,Len12,No
567913440150,567913440150,12,Len12,No
567913440162,567913440162,12,Len12,No
567914940040,567914940040,12,Len12,No
567916080028,567916080028,12,Len12,No
567917930020,567917930020,12,Len12,No
567918190044,567918190044,12,Len12,No
567919200197,567919200197,12,Len12,No
567919520027,567919520027,12,Len12,No
567919640033,567919640033,12,Len12,No
567919890025,567919890025,12,Len12,No
567921160020,567921160020,12,Len12,No
567921890045,567921890045,12,Len12,No
567922200024,567922200024,12,Len12,No
567924600080,567924600080,12,Len12,No
567928010026,567928010026,12,Len12,No
567928020020,567928020020,12,Len12,No
569001120070,569001120070,12,Len12,No
569001120112,569001120112,12,Len12,No
569001120124,569001120124,12,Len12,No
569001120136,569001120136,12,Len12,No
569001120203,569001120203,12,Len12,No
569001220027,569001220027,12,Len12,No
569001230021,569001230021,12,Len12,No
569001230033,569001230033,12,Len12,No
569001240026,569001240026,12,Len12,No
569001250020,569001250020,12,Len12,No
569001340057,569001340057,12,Len12,No
569001340069,569001340069,12,Len12,No
569001340070,569001340070,12,Len12,No
569001340082,569001340082,12,Len12,No
569001340094,569001340094,12,Len12,No
569001370025,569001370025,12,Len12,No
569001370037,569001370037,12,Len12,No
569001370049,569001370049,12,Len12,No
569001370050,569001370050,12,Len12,No
569001370062,569001370062,12,Len12,No
569001370074,569001370074,12,Len12,No
569001370086,569001370086,12,Len12,No
569001520060,569001520060,12,Len12,No
569001520072,569001520072,12,Len12,No
569001520084,569001520084,12,Len12,No
569001570026,569001570026,12,Len12,No
569001570063,569001570063,12,Len12,No
569001580056,569001580056,12,Len12,No
569001620066,569001620066,12,Len12,No
569001620078,569001620078,12,Len12,No
569001890021,569001890021,12,Len12,No
569001890033,569001890033,12,Len12,No
569001890045,569001890045,12,Len12,No
569001890057,569001890057,12,Len12,No
569001930020,569001930020,12,Len12,No
569001970028,569001970028,12,Len12,No
569002040021,569002040021,12,Len12,No
569002491213,569002491213,12,Len12,No
569002650042,569002650042,12,Len12,No
569003010073,569003010073,12,Len12,No
569003010085,569003010085,12,Len12,No
569003010103,569003010103,12,Len12,No
569003010693,569003010693,12,Len12,No
569003011284,569003011284,12,Len12,No
569003011545,569003011545,12,Len12,No
569003030023,569003030023,12,Len12,No
569003030035,569003030035,12,Len12,No
569003031210,569003031210,12,Len12,No
569003510057,569003510057,12,Len12,No
569003520038,569003520038,12,Len12,No
569003530032,569003530032,12,Len12,No
569003530044,569003530044,12,Len12,No
569003540050,569003540050,12,Len12,No
569003550031,569003550031,12,Len12,No
569003560048,569003560048,12,Len12,No
569003570030,569003570030,12,Len12,No
569003580035,569003580035,12,Len12,No
569003780024,569003780024,12,Len12,No
569003800047,569003800047,12,Len12,No
569004200027,569004200027,12,Len12,No
569004330087,569004330087,12,Len12,No
569004570074,569004570074,12,Len12,No
569005120027,569005120027,12,Len12,No
569005130057,569005130057,12,Len12,No
569005130082,569005130082,12,Len12,No
569005150044,569005150044,12,Len12,No
569005150056,569005150056,12,Len12,No
569005400048,569005400048,12,Len12,No
569005440022,569005440022,12,Len12,No
569005530114,569005530114,12,Len12,No
569006490045,569006490045,12,Len12,No
569006500361,569006500361,12,Len12,No
569006600033,569006600033,12,Len12,No
569006940154,569006940154,12,Len12,No
569006970020,569006970020,12,Len12,No
569007720034,569007720034,12,Len12,No
569007730052,569007730052,12,Len12,No
569007730064,569007730064,12,Len12,No
569007780031,569007780031,12,Len12,No
569007780043,569007780043,12,Len12,No
569012720211,569012720211,12,Len12,No
569016060035,569016060035,12,Len12,No
569016380560,569016380560,12,Len12,No
569016620028,569016620028,12,Len12,No
569018890023,569018890023,12,Len12,No
569018900028,569018900028,12,Len12,No
569019730477,569019730477,12,Len12,No
569019731240,569019731240,12,Len12,No
569019732036,569019732036,12,Len12,No
569019732760,569019732760,12,Len12,No
569019732772,569019732772,12,Len12,No
569020420026,569020420026,12,Len12,No
569020690029,569020690029,12,Len12,No
569024350020,569024350020,12,Len12,No
569024460092,569024460092,12,Len12,No
569024460109,569024460109,12,Len12,No
569025510029,569025510029,12,Len12,No
569027360023,569027360023,12,Len12,No
569027490034,569027490034,12,Len12,No
569033660057,569033660057,12,Len12,No
569034160032,569034160032,12,Len12,No
569034910045,569034910045,12,Len12,No
569034910069,569034910069,12,Len12,No
569034910070,569034910070,12,Len12,No
569037200028,569037200028,12,Len12,No
569044770013,569044770013,12,Len12,No
569047300020,569047300020,12,Len12,No
569049130038,569049130038,12,Len12,No
569050170164,569050170164,12,Len12,No
569060390045,569060390045,12,Len12,No
569066000022,569066000022,12,Len12,No
569068510027,569068510027,12,Len12,No
569069000033,569069000033,12,Len12,No
569070440021,569070440021,12,Len12,No
569070440033,569070440033,12,Len12,No
569800330051,569800330051,12,Len12,No
569804430131,569804430131,12,Len12,No
56982252,56982252,8,Len8,No
569839060113,569839060113,12,Len12,No
569839060125,569839060125,12,Len12,No
569839060332,569839060332,12,Len12,No
56985526,56985526,8,Len8,No
56985800,56985800,8,Len8,No
56986130,56986130,8,Len8,No
56986210,56986210,8,Len8,No
56987122/56110029,5698712256110029,17,Composite+Len16,Yes
569894370025,569894370025,12,Len12,No
569894550039,569894550039,12,Len12,No
569894580184,569894580184,12,Len12,No
569900780080,569900780080,12,Len12,No
569901140024,569901140024,12,Len12,No
569901140036,569901140036,12,Len12,No
569902250020,569902250020,12,Len12,No
569902770052,569902770052,12,Len12,No
569903410020,569903410020,12,Len12,No
569903730037,569903730037,12,Len12,No
569903730050,569903730050,12,Len12,No
569905400028,569905400028,12,Len12,No
569911750029,569911750029,12,Len12,No
569911750030,569911750030,12,Len12,No
570100289260,570100289260,12,Len12,No
570100320241,570100320241,12,Len12,No
570100356570,570100356570,12,Len12,No
570100421616,570100421616,12,Len12,No
570100421847,570100421847,12,Len12,No
570100421859,570100421859,12,Len12,No
570100471358,570100471358,12,Len12,No
570100499988,570100499988,12,Len12,No
570100543023,570100543023,12,Len12,No
570100543035,570100543035,12,Len12,No
570100543084,570100543084,12,Len12,No
570100899220,570100899220,12,Len12,No
570100899334,570100899334,12,Len12,No
570100899346,570100899346,12,Len12,No
570101148725,570101148725,12,Len12,No
570101148877,570101148877,12,Len12,No
570101149080,570101149080,12,Len12,No
570101149146,570101149146,12,Len12,No
570101149419,570101149419,12,Len12,No
570101149481,570101149481,12,Len12,No
570101149638,570101149638,12,Len12,No
570101227881,570101227881,12,Len12,No
570101228060,570101228060,12,Len12,No
570101228228,570101228228,12,Len12,No
570101228265,570101228265,12,Len12,No
570101228277,570101228277,12,Len12,No
570101228332,570101228332,12,Len12,No
570101228630,570101228630,12,Len12,No
570101362632,570101362632,12,Len12,No
570101362644,570101362644,12,Len12,No
570101417554,570101417554,12,Len12,No
570101439513,570101439513,12,Len12,No
570101439860,570101439860,12,Len12,No
570101449178,570101449178,12,Len12,No
570101449221,570101449221,12,Len12,No
570101647559,570101647559,12,Len12,No
570101875039,570101875039,12,Len12,No
570101948080,570101948080,12,Len12,No
570101949450,570101949450,12,Len12,No
570102008534,570102008534,12,Len12,No
570102028582,570102028582,12,Len12,No
570102210062,570102210062,12,Len12,No
570102480223,570102480223,12,Len12,No
570102510586,570102510586,12,Len12,No
570102815889,570102815889,12,Len12,No
570102927321,570102927321,12,Len12,No
570103150048,570103150048,12,Len12,No
570104010039,570104010039,12,Len12,No
570104060134,570104060134,12,Len12,No
570104300182,570104300182,12,Len12,No
570104480640,570104480640,12,Len12,No
570104790136,570104790136,12,Len12,No
570104790252,570104790252,12,Len12,No
570104890040,570104890040,12,Len12,No
570106480059,570106480059,12,Len12,No
570107590080,570107590080,12,Len12,No
570108230022,570108230022,12,Len12,No
570108360513,570108360513,12,Len12,No
570108520036,570108520036,12,Len12,No
570109140030,570109140030,12,Len12,No
570109350060,570109350060,12,Len12,No
570109490283,570109490283,12,Len12,No
570109490386,570109490386,12,Len12,No
570109490520,570109490520,12,Len12,No
570109490714,570109490714,12,Len12,No
570109730026,570109730026,12,Len12,No
570110000024,570110000024,12,Len12,No
570110000036,570110000036,12,Len12,No
570110180051,570110180051,12,Len12,No
570110310025,570110310025,12,Len12,No
570110870468,570110870468,12,Len12,No
570113330035,570113330035,12,Len12,No
570113730025,570113730025,12,Len12,No
570113910027,570113910027,12,Len12,No
570116980028,570116980028,12,Len12,No
570121440132,570121440132,12,Len12,No
570121460076,570121460076,12,Len12,No
570121460210,570121460210,12,Len12,No
570122050039,570122050039,12,Len12,No
570122050131,570122050131,12,Len12,No
570126210025,570126210025,12,Len12,No
570131650240,570131650240,12,Len12,No
570131650305,570131650305,12,Len12,No
570132251169,570132251169,12,Len12,No
570136210241,570136210241,12,Len12,No
570136210289,570136210289,12,Len12,No
570140712828,570140712828,12,Len12,No
570140713948,570140713948,12,Len12,No
570143970026,570143970026,12,Len12,No
570146570047,570146570047,12,Len12,No
570149350034,570149350034,12,Len12,No
570149350046,570149350046,12,Len12,No
570149350083,570149350083,12,Len12,No
570150100029,570150100029,12,Len12,No
570150950256,570150950256,12,Len12,No
570150950270,570150950270,12,Len12,No
570150950426,570150950426,12,Len12,No
570150950530,570150950530,12,Len12,No
570150950542,570150950542,12,Len12,No
570152660014,570152660014,12,Len12,No
570153210454,570153210454,12,Len12,No
570153210466,570153210466,12,Len12,No
570153210582,570153210582,12,Len12,No
570153210788,570153210788,12,Len12,No
570153211197,570153211197,12,Len12,No
570153211239,570153211239,12,Len12,No
570153211276,570153211276,12,Len12,No
570153211409,570153211409,12,Len12,No
570164540070,570164540070,12,Len12,No
570164540082,570164540082,12,Len12,No
570400020032,570400020032,12,Len12,No
570400020044,570400020044,12,Len12,No
570400020070,570400020070,12,Len12,No
570400020081,570400020081,12,Len12,No
570500260144,570500260144,12,Len12,No
572000020026,572000020026,12,Len12,No
572000030020,572000030020,12,Len12,No
572000030044,572000030044,12,Len12,No
572000220039,572000220039,12,Len12,No
572100640040,572100640040,12,Len12,No
572100640051,572100640051,12,Len12,No
609004430022,609004430022,12,Len12,No
611600160147,611600160147,12,Len12,No
623500140951,623500140951,12,Len12,No
623500980059,623500980059,12,Len12,No
655701031889,655701031889,12,Len12,No
657905100024,657905100024,12,Len12,No
67900185,67900185,8,Len8,No
67900203,67900203,8,Len8,No
71010336,71010336,8,Len8,No
71010348,71010348,8,Len8,No
71010350,71010350,8,Len8,No
71010373,71010373,8,Len8,No
71010816,71010816,8,Len8,No
71080326,71080326,8,Len8,No
71080545,71080545,8,Len8,No
72081181,72081181,8,Len8,No
72081181/72207413,7208118172207413,17,Composite+Len16,Yes
721339354568,721339354568,12,Len12,No
721437670023,721437670023,12,Len12,No
72207413,72207413,8,Len8,No
722434810027,722434810027,12,Len12,No
725804740114,725804740114,12,Len12,No
725804740126,725804740126,12,Len12,No
725804740138,725804740138,12,Len12,No
726001400138,726001400138,12,Len12,No
726001400205,726001400205,12,Len12,No
727901719596,727901719596,12,Len12,No
727925380052,727925380052,12,Len12,No
750500051065,750500051065,12,Len12,No
750500051375,750500051375,12,Len12,No
752082580126,752082580126,12,Len12,No
75544453,75544453,8,Len8,No
759098204516,759098204516,12,Len12,No
77035136,77035136,8,Len8,No
77091310,77091310,8,Len8,No
77091607,77091607,8,Len8,No
77093306,77093306,8,Len8,No
77110304,77110304,8,Len8,No
771600011349,771600011349,12,Len12,No
78010512,78010512,8,Len8,No
781520833527,781520833527,12,Len12,No
78210057,78210057,8,Len8,No
783002169970,783002169970,12,Len12,No
783100870033,783100870033,12,Len12,No
787900195071,787900195071,12,Len12,No
787902055227,787902055227,12,Len12,No
78900785,78900785,8,Len8,No
789900328123,789900328123,12,Len12,No
79010805,79010805,8,Len8,No
79010866,79010866,8,Len8,No
79011640,79011640,8,Len8,No
790400130034,790400130034,12,Len12,No
79045558,79045558,8,Len8,No
79046850,79046850,8,Len8,No
79247957,79247957,8,Len8,No
79315604,79315604,8,Len8,No
79333485,79333485,8,Len8,No
79338677,79338677,8,Len8,No
79339013,79339013,8,Len8,No
79339293,79339293,8,Len8,No
795100540055,795100540055,12,Len12,No
79511843,79511843,8,Len8,No
795900190130,795900190130,12,Len12,No
80010714,80010714,8,Len8,No
80090722,80090722,8,Len8,No
81033515,81033515,8,Len8,No
81050264,81050264,8,Len8,No
81050525,81050525,8,Len8,No
81050999,81050999,8,Len8,No
81052110,81052110,8,Len8,No
81070317,81070317,8,Len8,No
823000010357,823000010357,12,Len12,No
83041849,83041849,8,Len8,No
83049400,83049400,8,Len8,No
83049502,83049502,8,Len8,No
83049526,83049526,8,Len8,No
83049540,83049540,8,Len8,No
83049861,83049861,8,Len8,No
83051661,83051661,8,Len8,No
83054080,83054080,8,Len8,No
83054110,83054110,8,Len8,No
83055551,83055551,8,Len8,No
83055563,83055563,8,Len8,No
83055575,83055575,8,Len8,No
83055587,83055587,8,Len8,No
83057213,83057213,8,Len8,No
83057225,83057225,8,Len8,No
83058620,83058620,8,Len8,No
831100020429,831100020429,12,Len12,No
83902314,83902314,8,Len8,No
83903112,83903112,8,Len8,No
83904104,83904104,8,Len8,No
83904827,83904827,8,Len8,No
83904839,83904839,8,Len8,No
860130140864,860130140864,12,Len12,No
860130141200,860130141200,12,Len12,No
861600960026,861600960026,12,Len12,No
86900043,86900043,8,Len8,No
869019820032,869019820032,12,Len12,No
869037530032,869037530032,12,Len12,No
910100820060,910100820060,12,Len12,No
91150401,91150401,8,Len8,No
98210191,98210191,8,Len8,No
NA,NA,2,NonNumeric,No
hpff7ab010a82bcd916f42dde7bb462cccc3c4e242,70108291642746234242,42,Len20,Yes
